user_genome	is_ani_classification	class_tree_mapped	classification_rule
UHM906.41081_R.bin.90	False	8	Rule 2
UHM906.41081_R.bin.91	False	2	Rule 2
UHM906.41081_R.bin.92	False	6	Rule 2
UHM906.41081_R.bin.93	False	2	Rule 2
UHM906.41081_R.bin.94	False	2	Rule 2
UHM906.41081_R.bin.95	False	2	Rule 2
UHM906.41081_R.bin.96	False	2	Rule 2
UHM906.41081_R.bin.99	False	2	Rule 2
UHM907.23058_R.bin.1	False	2	Rule 2
UHM907.23058_R.bin.10	False	2	Rule 2
UHM907.23058_R.bin.100	False	7	Rule 2
UHM907.23058_R.bin.101	False	2	Rule 2
UHM907.23058_R.bin.102	False	2	Rule 2
UHM907.23058_R.bin.103	False	2	Rule 2
UHM907.23058_R.bin.105	False	2	Rule 2
UHM907.23058_R.bin.106	False	2	Rule 2
UHM907.23058_R.bin.108	False	7	Rule 2
UHM907.23058_R.bin.12	False	2	Rule 2
UHM907.23058_R.bin.14	False	2	Rule 2
UHM907.23058_R.bin.15	False	2	Rule 2
UHM907.23058_R.bin.18	False	2	Rule 2
UHM907.23058_R.bin.19	False	2	Rule 2
UHM907.23058_R.bin.21	False	2	Rule 2
UHM907.23058_R.bin.22	False	2	Rule 2
UHM907.23058_R.bin.23	False	7	Rule 2
UHM907.23058_R.bin.24	False	2	Rule 2
UHM907.23058_R.bin.25	False	2	Rule 2
UHM907.23058_R.bin.27	False	2	Rule 2
UHM907.23058_R.bin.29	False	2	Rule 2
UHM907.23058_R.bin.31	False	2	Rule 2
UHM907.23058_R.bin.32	False	2	Rule 2
UHM907.23058_R.bin.33	False	2	Rule 2
UHM907.23058_R.bin.34	False	2	Rule 2
UHM907.23058_R.bin.35	False	2	Rule 2
UHM907.23058_R.bin.36	False	2	Rule 2
UHM907.23058_R.bin.39	False	2	Rule 2
UHM907.23058_R.bin.40	False	2	Rule 2
UHM907.23058_R.bin.41	False	2	Rule 2
UHM907.23058_R.bin.42	False	2	Rule 2
UHM907.23058_R.bin.43	False	2	Rule 2
UHM907.23058_R.bin.44	False	2	Rule 2
UHM907.23058_R.bin.45	False	2	Rule 2
UHM907.23058_R.bin.47	False	2	Rule 2
UHM907.23058_R.bin.48	False	2	Rule 2
UHM907.23058_R.bin.50	False	2	Rule 2
UHM907.23058_R.bin.51	False	2	Rule 2
UHM907.23058_R.bin.54	False	2	Rule 2
UHM907.23058_R.bin.55	False	7	Rule 2
UHM907.23058_R.bin.56	False	3	Rule 2
UHM907.23058_R.bin.57	False	7	Rule 2
UHM907.23058_R.bin.58	False	2	Rule 2
UHM907.23058_R.bin.59	False	2	Rule 2
UHM907.23058_R.bin.61	False	2	Rule 2
UHM907.23058_R.bin.62	False	2	Rule 2
UHM907.23058_R.bin.63	False	2	Rule 2
UHM907.23058_R.bin.65	False	7	Rule 2
UHM907.23058_R.bin.66	False	2	Rule 2
UHM907.23058_R.bin.67	False	8	Rule 2
UHM907.23058_R.bin.68	False	2	Rule 2
UHM907.23058_R.bin.69	False	2	Rule 2
UHM907.23058_R.bin.7	False	3	Rule 2
UHM907.23058_R.bin.70	False	2	Rule 2
UHM907.23058_R.bin.71	False	2	Rule 2
UHM907.23058_R.bin.72	False	2	Rule 2
UHM907.23058_R.bin.73	False	2	Rule 2
UHM907.23058_R.bin.75	False	2	Rule 2
UHM907.23058_R.bin.76	False	2	Rule 2
UHM907.23058_R.bin.77	False	2	Rule 2
UHM907.23058_R.bin.78	False	7	Rule 2
UHM907.23058_R.bin.79	False	2	Rule 2
UHM907.23058_R.bin.8	False	2	Rule 2
UHM907.23058_R.bin.81	False	2	Rule 2
UHM907.23058_R.bin.82	False	2	Rule 2
UHM907.23058_R.bin.83	False	2	Rule 2
UHM907.23058_R.bin.84	False	2	Rule 2
UHM907.23058_R.bin.85	False	2	Rule 2
UHM907.23058_R.bin.86	False	2	Rule 2
UHM907.23058_R.bin.88	False	7	Rule 2
UHM907.23058_R.bin.89	False	2	Rule 2
UHM907.23058_R.bin.90	False	2	Rule 2
UHM907.23058_R.bin.91	False	2	Rule 2
UHM907.23058_R.bin.92	False	2	Rule 2
UHM907.23058_R.bin.93	False	7	Rule 2
UHM907.23058_R.bin.94	False	2	Rule 2
UHM907.23058_R.bin.96	False	2	Rule 2
UHM907.23058_R.bin.97	False	2	Rule 2
UHM907.23058_R.bin.98	False	2	Rule 2
UHM907.23058_R.bin.99	False	2	Rule 2
UHM909.19069.bin.10	False	2	Rule 2
UHM909.19069.bin.17	False	2	Rule 2
UHM909.19069.bin.2	False	2	Rule 2
UHM909.19069.bin.3	False	2	Rule 2
UHM909.19069.bin.4	False	3	Rule 2
UHM909.19069.bin.6	False	2	Rule 2
UHM909.19069.bin.9	False	8	Rule 2
UHM909.23059_R.bin.10	False	2	Rule 2
UHM909.23059_R.bin.16	False	2	Rule 2
UHM909.23059_R.bin.18	False	2	Rule 2
UHM909.23059_R.bin.21	False	6	Rule 2
UHM909.23059_R.bin.22	False	6	Rule 2
UHM909.23059_R.bin.25	False	3	Rule 2
UHM909.23059_R.bin.26	False	1	Rule 2
UHM909.23059_R.bin.27	False	1	Rule 2
UHM909.23059_R.bin.30	False	2	Rule 2
UHM909.23059_R.bin.32	False	2	Rule 2
UHM909.23059_R.bin.38	False	2	Rule 2
UHM909.23059_R.bin.39	False	2	Rule 2
UHM909.23059_R.bin.40	False	2	Rule 2
UHM909.23059_R.bin.43	False	2	Rule 2
UHM909.23059_R.bin.49	False	2	Rule 2
UHM909.23059_R.bin.5	False	8	Rule 2
UHM909.23059_R.bin.50	False	2	Rule 2
UHM909.23059_R.bin.51	False	2	Rule 2
UHM909.23059_R.bin.52	False	5	Rule 2
UHM909.23059_R.bin.59	False	2	Rule 2
UHM909.23059_R.bin.6	False	2	Rule 2
UHM909.23059_R.bin.60	False	2	Rule 2
UHM909.23059_R.bin.63	False	7	Rule 2
UHM909.23059_R.bin.8	False	2	Rule 2
UHM909.41083_R.bin.14	False	2	Rule 2
UHM909.41083_R.bin.15	False	7	Rule 2
UHM909.41083_R.bin.16	False	2	Rule 2
UHM909.41083_R.bin.19	False	2	Rule 2
UHM909.41083_R.bin.20	False	2	Rule 2
UHM909.41083_R.bin.23	False	2	Rule 2
UHM909.41083_R.bin.25	False	8	Rule 2
UHM909.41083_R.bin.26	False	2	Rule 2
UHM909.41083_R.bin.28	False	5	Rule 2
UHM909.41083_R.bin.3	False	2	Rule 2
UHM909.41083_R.bin.33	False	2	Rule 2
UHM909.41083_R.bin.37	False	2	Rule 2
UHM909.41083_R.bin.41	False	2	Rule 2
UHM909.41083_R.bin.44	False	2	Rule 2
UHM909.41083_R.bin.48	False	2	Rule 2
UHM909.41083_R.bin.49	False	6	Rule 2
UHM909.41083_R.bin.51	False	2	Rule 2
UHM909.41083_R.bin.6	False	2	Rule 2
UHM909.41083_R.bin.7	False	2	Rule 2
UHM909.41083_R.bin.8	False	2	Rule 2
UHM909.41083_R.bin.9	False	2	Rule 2
UHM910.19070.bin.1	False	2	Rule 2
UHM910.19070.bin.10	False	3	Rule 2
UHM910.19070.bin.100	False	3	Rule 2
UHM910.19070.bin.101	False	3	Rule 2
UHM910.19070.bin.102	False	3	Rule 2
UHM910.19070.bin.103	False	2	Rule 2
UHM910.19070.bin.104	False	3	Rule 2
UHM910.19070.bin.105	False	3	Rule 2
UHM910.19070.bin.106	False	3	Rule 2
UHM910.19070.bin.107	False	2	Rule 2
UHM910.19070.bin.108	False	3	Rule 2
UHM910.19070.bin.109	False	backbone	Rule 1
UHM910.19070.bin.11	False	3	Rule 2
UHM910.19070.bin.110	False	7	Rule 2
UHM910.19070.bin.111	False	3	Rule 2
UHM910.19070.bin.112	False	3	Rule 2
UHM910.19070.bin.113	False	2	Rule 2
UHM910.19070.bin.114	False	6	Rule 2
UHM910.19070.bin.115	False	8	Rule 2
UHM910.19070.bin.116	False	8	Rule 2
UHM910.19070.bin.117	False	1	Rule 2
UHM910.19070.bin.118	False	7	Rule 2
UHM910.19070.bin.119	False	2	Rule 2
UHM910.19070.bin.12	False	3	Rule 2
UHM910.19070.bin.120	False	6	Rule 2
UHM910.19070.bin.121	False	6	Rule 2
UHM910.19070.bin.122	False	4	Rule 2
UHM910.19070.bin.124	False	3	Rule 2
UHM910.19070.bin.125	False	2	Rule 2
UHM910.19070.bin.126	False	2	Rule 2
UHM910.19070.bin.127	False	3	Rule 2
UHM910.19070.bin.128	False	3	Rule 2
UHM910.19070.bin.129	False	7	Rule 2
UHM910.19070.bin.13	False	2	Rule 2
UHM910.19070.bin.130	False	7	Rule 2
UHM910.19070.bin.131	False	2	Rule 2
UHM910.19070.bin.132	False	2	Rule 2
UHM910.19070.bin.133	False	2	Rule 2
UHM910.19070.bin.134	False	2	Rule 2
UHM910.19070.bin.135	False	3	Rule 2
UHM910.19070.bin.136	False	3	Rule 2
UHM910.19070.bin.137	False	1	Rule 2
UHM910.19070.bin.138	False	3	Rule 2
UHM910.19070.bin.139	False	2	Rule 2
UHM910.19070.bin.14	False	3	Rule 2
UHM910.19070.bin.140	False	2	Rule 2
UHM910.19070.bin.141	False	2	Rule 2
UHM910.19070.bin.144	False	3	Rule 2
UHM910.19070.bin.146	False	3	Rule 2
UHM910.19070.bin.148	False	3	Rule 2
UHM910.19070.bin.149	False	2	Rule 2
UHM910.19070.bin.15	False	3	Rule 2
UHM910.19070.bin.150	False	3	Rule 2
UHM910.19070.bin.157	False	3	Rule 2
UHM910.19070.bin.158	False	2	Rule 2
UHM910.19070.bin.16	False	3	Rule 2
UHM910.19070.bin.160	False	3	Rule 2
UHM910.19070.bin.17	False	3	Rule 2
UHM910.19070.bin.18	False	3	Rule 2
UHM910.19070.bin.180	False	7	Rule 2
UHM910.19070.bin.19	False	3	Rule 2
UHM910.19070.bin.2	False	2	Rule 2
UHM910.19070.bin.20	False	7	Rule 2
UHM910.19070.bin.21	False	3	Rule 2
UHM910.19070.bin.22	False	2	Rule 2
UHM910.19070.bin.23	False	3	Rule 2
UHM910.19070.bin.24	False	2	Rule 2
UHM910.19070.bin.25	False	3	Rule 2
UHM910.19070.bin.26	False	2	Rule 2
UHM910.19070.bin.27	False	2	Rule 2
UHM910.19070.bin.28	False	2	Rule 2
UHM910.19070.bin.29	False	2	Rule 2
UHM910.19070.bin.3	False	3	Rule 2
UHM910.19070.bin.30	False	2	Rule 2
UHM910.19070.bin.31	False	2	Rule 2
UHM910.19070.bin.32	False	3	Rule 2
UHM910.19070.bin.33	False	2	Rule 2
UHM910.19070.bin.34	False	3	Rule 2
UHM910.19070.bin.35	False	1	Rule 2
UHM910.19070.bin.36	False	3	Rule 2
UHM910.19070.bin.37	False	8	Rule 2
UHM910.19070.bin.38	False	2	Rule 2
UHM910.19070.bin.39	False	3	Rule 2
UHM910.19070.bin.4	False	3	Rule 2
UHM910.19070.bin.40	False	6	Rule 2
UHM910.19070.bin.41	False	3	Rule 2
UHM910.19070.bin.42	False	2	Rule 2
UHM910.19070.bin.43	False	3	Rule 2
UHM910.19070.bin.44	False	2	Rule 2
UHM910.19070.bin.45	False	6	Rule 2
UHM910.19070.bin.46	False	2	Rule 2
UHM910.19070.bin.47	False	2	Rule 2
UHM910.19070.bin.48	False	2	Rule 2
UHM910.19070.bin.49	False	3	Rule 2
UHM910.19070.bin.5	False	3	Rule 2
UHM910.19070.bin.50	False	8	Rule 2
UHM910.19070.bin.51	False	3	Rule 2
UHM910.19070.bin.52	False	8	Rule 2
UHM910.19070.bin.53	False	3	Rule 2
UHM910.19070.bin.54	False	3	Rule 2
UHM910.19070.bin.55	False	3	Rule 2
UHM910.19070.bin.56	False	2	Rule 2
UHM910.19070.bin.57	False	8	Rule 2
UHM910.19070.bin.58	False	2	Rule 2
UHM910.19070.bin.59	False	3	Rule 2
UHM910.19070.bin.6	False	3	Rule 2
UHM910.19070.bin.60	False	3	Rule 2
UHM910.19070.bin.61	False	2	Rule 2
UHM910.19070.bin.62	False	7	Rule 2
UHM910.19070.bin.63	False	2	Rule 2
UHM910.19070.bin.64	False	2	Rule 2
UHM910.19070.bin.65	False	2	Rule 2
UHM910.19070.bin.66	False	2	Rule 2
UHM910.19070.bin.67	False	2	Rule 2
UHM910.19070.bin.68	False	3	Rule 2
UHM910.19070.bin.69	False	3	Rule 2
UHM910.19070.bin.7	False	3	Rule 2
UHM910.19070.bin.70	False	2	Rule 2
UHM910.19070.bin.71	False	3	Rule 2
UHM910.19070.bin.72	False	2	Rule 2
UHM910.19070.bin.73	False	8	Rule 2
UHM910.19070.bin.74	False	2	Rule 2
UHM910.19070.bin.75	False	3	Rule 2
UHM910.19070.bin.76	False	7	Rule 2
UHM910.19070.bin.77	False	8	Rule 2
UHM910.19070.bin.78	False	2	Rule 2
UHM910.19070.bin.79	False	3	Rule 2
UHM910.19070.bin.8	False	3	Rule 2
UHM910.19070.bin.80	False	7	Rule 2
UHM910.19070.bin.81	False	3	Rule 2
UHM910.19070.bin.82	False	1	Rule 2
UHM910.19070.bin.83	False	2	Rule 2
UHM910.19070.bin.84	False	8	Rule 2
UHM910.19070.bin.85	False	3	Rule 2
UHM910.19070.bin.86	False	7	Rule 2
UHM910.19070.bin.87	False	3	Rule 2
UHM910.19070.bin.88	False	3	Rule 2
UHM910.19070.bin.89	False	3	Rule 2
UHM910.19070.bin.9	False	3	Rule 2
UHM910.19070.bin.90	False	8	Rule 2
UHM910.19070.bin.91	False	3	Rule 2
UHM910.19070.bin.92	False	2	Rule 2
UHM910.19070.bin.93	False	3	Rule 2
UHM910.19070.bin.94	False	8	Rule 2
UHM910.19070.bin.95	False	3	Rule 2
UHM910.19070.bin.96	False	7	Rule 2
UHM910.19070.bin.97	False	2	Rule 2
UHM910.19070.bin.98	False	6	Rule 2
UHM910.19070.bin.99	False	7	Rule 2
UHM967.23060_R.bin.100	False	2	Rule 2
UHM967.23060_R.bin.101	False	2	Rule 2
UHM967.23060_R.bin.103	False	2	Rule 2
UHM967.23060_R.bin.105	False	3	Rule 2
UHM967.23060_R.bin.107	False	2	Rule 2
UHM967.23060_R.bin.108	False	5	Rule 2
UHM967.23060_R.bin.109	False	2	Rule 2
UHM967.23060_R.bin.11	False	2	Rule 2
UHM967.23060_R.bin.110	False	3	Rule 2
UHM967.23060_R.bin.111	False	3	Rule 2
UHM967.23060_R.bin.112	False	2	Rule 2
UHM967.23060_R.bin.113	False	3	Rule 2
UHM967.23060_R.bin.114	False	3	Rule 2
UHM967.23060_R.bin.116	False	2	Rule 2
UHM967.23060_R.bin.117	False	3	Rule 2
UHM967.23060_R.bin.118	False	2	Rule 2
UHM967.23060_R.bin.119	False	3	Rule 2
UHM967.23060_R.bin.12	False	3	Rule 2
UHM967.23060_R.bin.120	False	2	Rule 2
UHM967.23060_R.bin.121	False	7	Rule 2
UHM967.23060_R.bin.122	False	3	Rule 2
UHM967.23060_R.bin.123	False	8	Rule 2
UHM967.23060_R.bin.124	False	2	Rule 2
UHM967.23060_R.bin.125	False	7	Rule 2
UHM967.23060_R.bin.126	False	8	Rule 2
UHM967.23060_R.bin.128	False	3	Rule 2
UHM967.23060_R.bin.129	False	8	Rule 2
UHM967.23060_R.bin.13	False	2	Rule 2
UHM967.23060_R.bin.130	False	3	Rule 2
UHM967.23060_R.bin.132	False	3	Rule 2
UHM967.23060_R.bin.133	False	7	Rule 2
UHM967.23060_R.bin.134	False	3	Rule 2
UHM967.23060_R.bin.135	False	2	Rule 2
UHM967.23060_R.bin.136	False	3	Rule 2
UHM967.23060_R.bin.137	False	2	Rule 2
UHM967.23060_R.bin.138	False	2	Rule 2
UHM967.23060_R.bin.139	False	2	Rule 2
UHM967.23060_R.bin.14	False	2	Rule 2
UHM967.23060_R.bin.140	False	3	Rule 2
UHM967.23060_R.bin.141	False	2	Rule 2
UHM967.23060_R.bin.142	False	3	Rule 2
UHM967.23060_R.bin.143	False	3	Rule 2
UHM967.23060_R.bin.144	False	7	Rule 2
UHM967.23060_R.bin.145	False	2	Rule 2
UHM967.23060_R.bin.146	False	3	Rule 2
UHM967.23060_R.bin.147	False	3	Rule 2
UHM967.23060_R.bin.148	False	2	Rule 2
UHM967.23060_R.bin.149	False	2	Rule 2
UHM967.23060_R.bin.15	False	8	Rule 2
UHM967.23060_R.bin.150	False	2	Rule 2
UHM967.23060_R.bin.151	False	3	Rule 2
UHM967.23060_R.bin.153	False	2	Rule 2
UHM967.23060_R.bin.154	False	3	Rule 2
UHM967.23060_R.bin.155	False	3	Rule 2
UHM967.23060_R.bin.156	False	3	Rule 2
UHM967.23060_R.bin.157	False	2	Rule 2
UHM967.23060_R.bin.158	False	7	Rule 2
UHM967.23060_R.bin.159	False	2	Rule 2
UHM967.23060_R.bin.16	False	3	Rule 2
UHM967.23060_R.bin.161	False	2	Rule 2
UHM967.23060_R.bin.165	False	8	Rule 2
UHM967.23060_R.bin.167	False	4	Rule 2
UHM967.23060_R.bin.168	False	7	Rule 2
UHM967.23060_R.bin.169	False	7	Rule 2
UHM967.23060_R.bin.17	False	7	Rule 2
UHM967.23060_R.bin.170	False	2	Rule 2
UHM967.23060_R.bin.171	False	2	Rule 2
UHM967.23060_R.bin.172	False	2	Rule 2
UHM967.23060_R.bin.173	False	3	Rule 2
UHM967.23060_R.bin.174	False	2	Rule 2
UHM967.23060_R.bin.176	False	7	Rule 2
UHM967.23060_R.bin.179	False	2	Rule 2
UHM967.23060_R.bin.18	False	7	Rule 2
UHM967.23060_R.bin.180	False	4	Rule 2
UHM967.23060_R.bin.181	False	7	Rule 2
UHM967.23060_R.bin.182	False	2	Rule 2
UHM967.23060_R.bin.184	False	7	Rule 2
UHM967.23060_R.bin.185	False	8	Rule 2
UHM967.23060_R.bin.186	False	7	Rule 2
UHM967.23060_R.bin.187	False	2	Rule 2
UHM967.23060_R.bin.188	False	2	Rule 2
UHM967.23060_R.bin.189	False	2	Rule 2
UHM967.23060_R.bin.19	False	2	Rule 2
UHM967.23060_R.bin.190	False	3	Rule 2
UHM967.23060_R.bin.191	False	3	Rule 2
UHM967.23060_R.bin.192	False	3	Rule 2
UHM967.23060_R.bin.193	False	3	Rule 2
UHM967.23060_R.bin.196	False	3	Rule 2
UHM967.23060_R.bin.2	False	2	Rule 2
UHM967.23060_R.bin.20	False	8	Rule 2
UHM967.23060_R.bin.21	False	2	Rule 2
UHM967.23060_R.bin.22	False	2	Rule 2
UHM967.23060_R.bin.24	False	2	Rule 2
UHM967.23060_R.bin.25	False	8	Rule 2
UHM967.23060_R.bin.26	False	6	Rule 2
UHM967.23060_R.bin.28	False	3	Rule 2
UHM967.23060_R.bin.30	False	2	Rule 2
UHM967.23060_R.bin.31	False	2	Rule 2
UHM967.23060_R.bin.32	False	2	Rule 2
UHM967.23060_R.bin.33	False	7	Rule 2
UHM967.23060_R.bin.36	False	2	Rule 2
UHM967.23060_R.bin.37	False	3	Rule 2
UHM967.23060_R.bin.38	False	2	Rule 2
UHM967.23060_R.bin.39	False	2	Rule 2
UHM967.23060_R.bin.4	False	3	Rule 2
UHM967.23060_R.bin.40	False	7	Rule 2
UHM967.23060_R.bin.41	False	2	Rule 2
UHM967.23060_R.bin.42	False	3	Rule 2
UHM967.23060_R.bin.43	False	3	Rule 2
UHM967.23060_R.bin.44	False	4	Rule 2
UHM967.23060_R.bin.45	False	2	Rule 2
UHM967.23060_R.bin.46	False	4	Rule 2
UHM967.23060_R.bin.47	False	3	Rule 2
UHM967.23060_R.bin.48	False	3	Rule 2
UHM967.23060_R.bin.49	False	2	Rule 2
UHM967.23060_R.bin.5	False	2	Rule 2
UHM967.23060_R.bin.50	False	3	Rule 2
UHM967.23060_R.bin.51	False	3	Rule 2
UHM967.23060_R.bin.53	False	3	Rule 2
UHM967.23060_R.bin.54	False	2	Rule 2
UHM967.23060_R.bin.55	False	2	Rule 2
UHM967.23060_R.bin.57	False	3	Rule 2
UHM967.23060_R.bin.58	False	2	Rule 2
UHM967.23060_R.bin.59	False	3	Rule 2
UHM967.23060_R.bin.60	False	3	Rule 2
UHM967.23060_R.bin.61	False	6	Rule 2
UHM967.23060_R.bin.62	False	5	Rule 2
UHM967.23060_R.bin.63	False	3	Rule 2
UHM967.23060_R.bin.64	False	2	Rule 2
UHM967.23060_R.bin.65	False	3	Rule 2
UHM967.23060_R.bin.66	False	3	Rule 2
UHM967.23060_R.bin.67	False	7	Rule 2
UHM967.23060_R.bin.68	False	7	Rule 2
UHM967.23060_R.bin.69	False	7	Rule 2
UHM967.23060_R.bin.7	False	2	Rule 2
UHM967.23060_R.bin.71	False	3	Rule 2
UHM967.23060_R.bin.72	False	3	Rule 2
UHM967.23060_R.bin.73	False	3	Rule 2
UHM967.23060_R.bin.75	False	2	Rule 2
UHM967.23060_R.bin.76	False	2	Rule 2
UHM967.23060_R.bin.77	False	2	Rule 2
UHM967.23060_R.bin.78	False	3	Rule 2
UHM967.23060_R.bin.79	False	2	Rule 2
UHM967.23060_R.bin.8	False	3	Rule 2
UHM967.23060_R.bin.81	False	2	Rule 2
UHM967.23060_R.bin.82	False	3	Rule 2
UHM967.23060_R.bin.84	False	8	Rule 2
UHM967.23060_R.bin.85	False	2	Rule 2
UHM967.23060_R.bin.86	False	2	Rule 2
UHM967.23060_R.bin.88	False	3	Rule 2
UHM967.23060_R.bin.89	False	2	Rule 2
UHM967.23060_R.bin.9	False	2	Rule 2
UHM967.23060_R.bin.90	False	7	Rule 2
UHM967.23060_R.bin.91	False	7	Rule 2
UHM967.23060_R.bin.92	False	3	Rule 2
UHM967.23060_R.bin.94	False	2	Rule 2
UHM967.23060_R.bin.95	False	3	Rule 2
UHM967.23060_R.bin.96	False	8	Rule 2
UHM967.23060_R.bin.97	False	3	Rule 2
UHM967.23060_R.bin.98	False	3	Rule 2
UHM967.23060_R.bin.99	False	2	Rule 2
UHM969.23061_R.bin.1	False	3	Rule 2
UHM969.23061_R.bin.10	False	3	Rule 2
UHM969.23061_R.bin.100	False	2	Rule 2
UHM969.23061_R.bin.102	False	7	Rule 2
UHM969.23061_R.bin.105	False	2	Rule 2
UHM969.23061_R.bin.106	False	7	Rule 2
UHM969.23061_R.bin.107	False	7	Rule 2
UHM969.23061_R.bin.108	False	2	Rule 2
UHM969.23061_R.bin.109	False	2	Rule 2
UHM969.23061_R.bin.110	False	8	Rule 2
UHM969.23061_R.bin.112	False	7	Rule 2
UHM969.23061_R.bin.113	False	2	Rule 2
UHM969.23061_R.bin.115	False	3	Rule 2
UHM969.23061_R.bin.116	False	7	Rule 2
UHM969.23061_R.bin.117	False	5	Rule 2
UHM969.23061_R.bin.118	False	7	Rule 2
UHM969.23061_R.bin.119	False	3	Rule 2
UHM969.23061_R.bin.12	False	7	Rule 2
UHM969.23061_R.bin.120	False	2	Rule 2
UHM969.23061_R.bin.121	False	3	Rule 2
UHM969.23061_R.bin.122	False	3	Rule 2
UHM969.23061_R.bin.123	False	3	Rule 2
UHM969.23061_R.bin.124	False	2	Rule 2
UHM969.23061_R.bin.127	False	2	Rule 2
UHM969.23061_R.bin.129	False	3	Rule 2
UHM969.23061_R.bin.130	False	2	Rule 2
UHM969.23061_R.bin.131	False	2	Rule 2
UHM969.23061_R.bin.132	False	2	Rule 2
UHM969.23061_R.bin.133	False	1	Rule 2
UHM969.23061_R.bin.134	False	3	Rule 2
UHM969.23061_R.bin.135	False	2	Rule 2
UHM969.23061_R.bin.136	False	3	Rule 2
UHM969.23061_R.bin.137	False	2	Rule 2
UHM969.23061_R.bin.138	False	2	Rule 2
UHM969.23061_R.bin.139	False	2	Rule 2
UHM969.23061_R.bin.14	False	2	Rule 2
UHM969.23061_R.bin.140	False	7	Rule 2
UHM969.23061_R.bin.142	False	8	Rule 2
UHM969.23061_R.bin.143	False	3	Rule 2
UHM969.23061_R.bin.144	False	2	Rule 2
UHM969.23061_R.bin.146	False	3	Rule 2
UHM969.23061_R.bin.147	False	8	Rule 2
UHM969.23061_R.bin.149	False	2	Rule 2
UHM969.23061_R.bin.15	False	8	Rule 2
UHM969.23061_R.bin.151	False	2	Rule 2
UHM969.23061_R.bin.154	False	3	Rule 2
UHM969.23061_R.bin.155	False	3	Rule 2
UHM969.23061_R.bin.156	False	3	Rule 2
UHM969.23061_R.bin.158	False	3	Rule 2
UHM969.23061_R.bin.159	False	4	Rule 2
UHM969.23061_R.bin.16	False	3	Rule 2
UHM969.23061_R.bin.160	False	3	Rule 2
UHM969.23061_R.bin.161	False	7	Rule 2
UHM969.23061_R.bin.162	False	8	Rule 2
UHM969.23061_R.bin.163	False	8	Rule 2
UHM969.23061_R.bin.164	False	7	Rule 2
UHM969.23061_R.bin.165	False	7	Rule 2
UHM969.23061_R.bin.166	False	2	Rule 2
UHM969.23061_R.bin.167	False	2	Rule 2
UHM969.23061_R.bin.168	False	3	Rule 2
UHM969.23061_R.bin.169	False	4	Rule 2
UHM969.23061_R.bin.17	False	8	Rule 2
UHM969.23061_R.bin.18	False	3	Rule 2
UHM969.23061_R.bin.19	False	3	Rule 2
UHM969.23061_R.bin.2	False	2	Rule 2
UHM969.23061_R.bin.21	False	3	Rule 2
UHM969.23061_R.bin.22	False	2	Rule 2
UHM969.23061_R.bin.23	False	3	Rule 2
UHM969.23061_R.bin.26	False	7	Rule 2
UHM969.23061_R.bin.27	False	2	Rule 2
UHM969.23061_R.bin.28	False	2	Rule 2
UHM969.23061_R.bin.29	False	7	Rule 2
UHM969.23061_R.bin.30	False	2	Rule 2
UHM969.23061_R.bin.32	False	7	Rule 2
UHM969.23061_R.bin.34	False	3	Rule 2
UHM969.23061_R.bin.35	False	2	Rule 2
UHM969.23061_R.bin.37	False	2	Rule 2
UHM969.23061_R.bin.38	False	3	Rule 2
UHM969.23061_R.bin.4	False	2	Rule 2
UHM969.23061_R.bin.40	False	2	Rule 2
UHM969.23061_R.bin.41	False	2	Rule 2
UHM969.23061_R.bin.42	False	3	Rule 2
UHM969.23061_R.bin.43	False	3	Rule 2
UHM969.23061_R.bin.44	False	2	Rule 2
UHM969.23061_R.bin.45	False	3	Rule 2
UHM969.23061_R.bin.46	False	6	Rule 2
UHM969.23061_R.bin.48	False	3	Rule 2
UHM969.23061_R.bin.49	False	2	Rule 2
UHM969.23061_R.bin.5	False	8	Rule 2
UHM969.23061_R.bin.50	False	7	Rule 2
UHM969.23061_R.bin.51	False	5	Rule 2
UHM969.23061_R.bin.52	False	3	Rule 2
UHM969.23061_R.bin.53	False	2	Rule 2
UHM969.23061_R.bin.54	False	6	Rule 2
UHM969.23061_R.bin.55	False	6	Rule 2
UHM969.23061_R.bin.56	False	2	Rule 2
UHM969.23061_R.bin.57	False	2	Rule 2
UHM969.23061_R.bin.58	False	3	Rule 2
UHM969.23061_R.bin.59	False	2	Rule 2
UHM969.23061_R.bin.60	False	3	Rule 2
UHM969.23061_R.bin.61	False	2	Rule 2
UHM969.23061_R.bin.62	False	2	Rule 2
UHM969.23061_R.bin.63	False	2	Rule 2
UHM969.23061_R.bin.64	False	7	Rule 2
UHM969.23061_R.bin.65	False	3	Rule 2
UHM969.23061_R.bin.66	False	2	Rule 2
UHM969.23061_R.bin.67	False	2	Rule 2
UHM969.23061_R.bin.68	False	2	Rule 2
UHM969.23061_R.bin.69	False	2	Rule 2
UHM969.23061_R.bin.70	False	3	Rule 2
UHM969.23061_R.bin.71	False	2	Rule 2
UHM969.23061_R.bin.72	False	2	Rule 2
UHM969.23061_R.bin.74	False	2	Rule 2
UHM969.23061_R.bin.75	False	8	Rule 2
UHM969.23061_R.bin.76	False	3	Rule 2
UHM969.23061_R.bin.78	False	2	Rule 2
UHM969.23061_R.bin.79	False	2	Rule 2
UHM969.23061_R.bin.80	False	3	Rule 2
UHM969.23061_R.bin.81	False	7	Rule 2
UHM969.23061_R.bin.84	False	3	Rule 2
UHM969.23061_R.bin.85	False	2	Rule 2
